"Member_number";"Date";"Day_in_week";"Day";"Month";"Year";"Product_1";"Product_2";"Product_3";"Product_4";"Product_5";"Product_6";"Product_7";"Product_8";"Product_9";"Product_10";"Product_11"
3230;2015-01-14 00:00:00;4.0;"14";"01";"2015";"other vegetables";"roll products ";;;;;;;;;
3248;2015-01-14 00:00:00;4.0;"14";"01";"2015";"chicken";"root vegetables";;;;;;;;;
3354;2015-01-14 00:00:00;4.0;"14";"01";"2015";"citrus fruit";"pastry";"other vegetables";"pastry";;;;;;;
3471;2015-01-14 00:00:00;4.0;"14";"01";"2015";"frankfurter";"hygiene articles";"rolls/buns";;;;;;;;
4031;2015-01-14 00:00:00;4.0;"14";"01";"2015";"root vegetables";"other vegetables";;;;;;;;;
4427;2015-01-14 00:00:00;4.0;"14";"01";"2015";"tropical fruit";"sausage";"root vegetables";"spread cheese";;;;;;;
4657;2015-01-14 00:00:00;4.0;"14";"01";"2015";"sausage";"yogurt";;;;;;;;;
1102;2014-02-14 00:00:00;6.0;"14";"02";"2014";"root vegetables";"frozen vegetables";;;;;;;;;
1342;2014-02-14 00:00:00;6.0;"14";"02";"2014";"napkins";"white bread";;;;;;;;;
1575;2014-02-14 00:00:00;6.0;"14";"02";"2014";"rolls/buns";"newspapers";;;;;;;;;
1783;2014-02-14 00:00:00;6.0;"14";"02";"2014";"misc. beverages";"yogurt";"misc. beverages";;;;;;;;
1929;2014-02-14 00:00:00;6.0;"14";"02";"2014";"curd";"soda";;;;;;;;;
1966;2014-02-14 00:00:00;6.0;"14";"02";"2014";"vinegar";"grapes";"frozen vegetables";;;;;;;;
2081;2014-02-14 00:00:00;6.0;"14";"02";"2014";"hamburger meat";"seasonal products";;;;;;;;;
2153;2014-02-14 00:00:00;6.0;"14";"02";"2014";"soda";"shopping bags";;;;;;;;;
2312;2014-02-14 00:00:00;6.0;"14";"02";"2014";"pip fruit";"pastry";;;;;;;;;
2584;2014-02-14 00:00:00;6.0;"14";"02";"2014";"whole milk";"Instant food products";;;;;;;;;
2626;2014-02-14 00:00:00;6.0;"14";"02";"2014";"chocolate";"yogurt";"other vegetables";;;;;;;;
2693;2014-02-14 00:00:00;6.0;"14";"02";"2014";"coffee";"bottled water";"liqueur";;;;;;;;
2886;2014-02-14 00:00:00;6.0;"14";"02";"2014";"curd";"waffles";;;;;;;;;
2930;2014-02-14 00:00:00;6.0;"14";"02";"2014";"bottled water";"curd";;;;;;;;;
3010;2014-02-14 00:00:00;6.0;"14";"02";"2014";"root vegetables";"other vegetables";;;;;;;;;
3158;2014-02-14 00:00:00;6.0;"14";"02";"2014";"margarine";"processed cheese";;;;;;;;;
3164;2014-02-14 00:00:00;6.0;"14";"02";"2014";"citrus fruit";"coffee";;;;;;;;;
3502;2014-02-14 00:00:00;6.0;"14";"02";"2014";"coffee";"soda";;;;;;;;;
3901;2014-02-14 00:00:00;6.0;"14";"02";"2014";"rolls/buns";"whole milk";;;;;;;;;
3917;2014-02-14 00:00:00;6.0;"14";"02";"2014";"sausage";"whipped/sour cream";"soda";;;;;;;;
4153;2014-02-14 00:00:00;6.0;"14";"02";"2014";"sausage";"whole milk";"long life bakery product";"UHT-milk";"flour";"chocolate";;;;;
4173;2014-02-14 00:00:00;6.0;"14";"02";"2014";"candy";"whipped/sour cream";;;;;;;;;
4387;2014-02-14 00:00:00;6.0;"14";"02";"2014";"soda";"frozen vegetables";"cream cheese ";;;;;;;;
4394;2014-02-14 00:00:00;6.0;"14";"02";"2014";"other vegetables";"berries";;;;;;;;;
1394;2015-02-14 00:00:00;7.0;"14";"02";"2015";"whole milk";"bottled water";;;;;;;;;
1656;2015-02-14 00:00:00;7.0;"14";"02";"2015";"ham";"rolls/buns";;;;;;;;;
1847;2015-02-14 00:00:00;7.0;"14";"02";"2015";"organic sausage";"semi-finished bread";;;;;;;;;
1873;2015-02-14 00:00:00;7.0;"14";"02";"2015";"yogurt";"pastry";;;;;;;;;
1923;2015-02-14 00:00:00;7.0;"14";"02";"2015";"beverages";"whole milk";;;;;;;;;
1940;2015-02-14 00:00:00;7.0;"14";"02";"2015";"chewing gum";"beef";"domestic eggs";;;;;;;;
2017;2015-02-14 00:00:00;7.0;"14";"02";"2015";"pip fruit";"chocolate";;;;;;;;;
2033;2015-02-14 00:00:00;7.0;"14";"02";"2015";"beef";"meat spreads";;;;;;;;;
2102;2015-02-14 00:00:00;7.0;"14";"02";"2015";"rolls/buns";"root vegetables";;;;;;;;;
2186;2015-02-14 00:00:00;7.0;"14";"02";"2015";"sausage";"soda";;;;;;;;;
2344;2015-02-14 00:00:00;7.0;"14";"02";"2015";"canned beer";"root vegetables";"soda";;;;;;;;
2403;2015-02-14 00:00:00;7.0;"14";"02";"2015";"frankfurter";"chocolate";"pip fruit";"margarine";"butter";"napkins";;;;;
2633;2015-02-14 00:00:00;7.0;"14";"02";"2015";"frankfurter";"brown bread";"whole milk";"root vegetables";;;;;;;
3029;2015-02-14 00:00:00;7.0;"14";"02";"2015";"other vegetables";"shopping bags";;;;;;;;;
3090;2015-02-14 00:00:00;7.0;"14";"02";"2015";"whole milk";"white bread";;;;;;;;;
3460;2015-02-14 00:00:00;7.0;"14";"02";"2015";"tropical fruit";"pork";"whole milk";"salt";;;;;;;
3525;2015-02-14 00:00:00;7.0;"14";"02";"2015";"frankfurter";"canned beer";"citrus fruit";"frozen vegetables";"chicken";"oil";"soda";;;;
4112;2015-02-14 00:00:00;7.0;"14";"02";"2015";"citrus fruit";"curd";"specialty chocolate";"canned beer";;;;;;;
4304;2015-02-14 00:00:00;7.0;"14";"02";"2015";"pork";"canned fish";;;;;;;;;
4616;2015-02-14 00:00:00;7.0;"14";"02";"2015";"other vegetables";"condensed milk";;;;;;;;;
4901;2015-02-14 00:00:00;7.0;"14";"02";"2015";"frankfurter";"whole milk";"fruit/vegetable juice";"pasta";;;;;;;
4937;2015-02-14 00:00:00;7.0;"14";"02";"2015";"hamburger meat";"bottled water";;;;;;;;;
4941;2015-02-14 00:00:00;7.0;"14";"02";"2015";"rolls/buns";"citrus fruit";"fruit/vegetable juice";;;;;;;;
1043;2014-03-14 00:00:00;6.0;"14";"03";"2014";"tropical fruit";"sliced cheese";;;;;;;;;
1477;2014-03-14 00:00:00;6.0;"14";"03";"2014";"packaged fruit/vegetables";"beverages";;;;;;;;;
1646;2014-03-14 00:00:00;6.0;"14";"03";"2014";"butter";"newspapers";;;;;;;;;
1726;2014-03-14 00:00:00;6.0;"14";"03";"2014";"bottled beer";"other vegetables";;;;;;;;;
2097;2014-03-14 00:00:00;6.0;"14";"03";"2014";"white wine";"newspapers";"dog food";;;;;;;;
2349;2014-03-14 00:00:00;6.0;"14";"03";"2014";"liquor";"dessert";"waffles";;;;;;;;
2492;2014-03-14 00:00:00;6.0;"14";"03";"2014";"soft cheese";"butter milk";"shopping bags";;;;;;;;
2961;2014-03-14 00:00:00;6.0;"14";"03";"2014";"pastry";"shopping bags";;;;;;;;;
3065;2014-03-14 00:00:00;6.0;"14";"03";"2014";"whole milk";"whole milk";;;;;;;;;
3549;2014-03-14 00:00:00;6.0;"14";"03";"2014";"yogurt";"bottled beer";;;;;;;;;
3847;2014-03-14 00:00:00;6.0;"14";"03";"2014";"berries";"domestic eggs";"coffee";;;;;;;;
3862;2014-03-14 00:00:00;6.0;"14";"03";"2014";"instant coffee";"onions";"processed cheese";"dental care";;;;;;;
4113;2014-03-14 00:00:00;6.0;"14";"03";"2014";"root vegetables";"coffee";;;;;;;;;
4191;2014-03-14 00:00:00;6.0;"14";"03";"2014";"liver loaf";"margarine";"cat food";;;;;;;;
4212;2014-03-14 00:00:00;6.0;"14";"03";"2014";"dessert";"butter";;;;;;;;;
4669;2014-03-14 00:00:00;6.0;"14";"03";"2014";"whole milk";"kitchen towels";;;;;;;;;
4800;2014-03-14 00:00:00;6.0;"14";"03";"2014";"soda";"detergent";;;;;;;;;
4849;2014-03-14 00:00:00;6.0;"14";"03";"2014";"onions";"frozen vegetables";;;;;;;;;
1029;2015-03-14 00:00:00;7.0;"14";"03";"2015";"dessert";"ham";;;;;;;;;
1161;2015-03-14 00:00:00;7.0;"14";"03";"2015";"other vegetables";"yogurt";"whole milk";"spread cheese";;;;;;;
1205;2015-03-14 00:00:00;7.0;"14";"03";"2015";"yogurt";"whole milk";"yogurt";"chewing gum";;;;;;;
1308;2015-03-14 00:00:00;7.0;"14";"03";"2015";"pork";"root vegetables";;;;;;;;;
1377;2015-03-14 00:00:00;7.0;"14";"03";"2015";"curd cheese";"other vegetables";"herbs";"fruit/vegetable juice";"zwieback";;;;;;
1391;2015-03-14 00:00:00;7.0;"14";"03";"2015";"rolls/buns";"yogurt";;;;;;;;;
1668;2015-03-14 00:00:00;7.0;"14";"03";"2015";"herbs";"curd";;;;;;;;;
1718;2015-03-14 00:00:00;7.0;"14";"03";"2015";"frankfurter";"frozen vegetables";;;;;;;;;
2167;2015-03-14 00:00:00;7.0;"14";"03";"2015";"citrus fruit";"soda";;;;;;;;;
2433;2015-03-14 00:00:00;7.0;"14";"03";"2015";"soda";"beef";"beef";"rolls/buns";"shopping bags";"chocolate";"processed cheese";"brown bread";"dessert";;
2519;2015-03-14 00:00:00;7.0;"14";"03";"2015";"sausage";"yogurt";"fruit/vegetable juice";;;;;;;;
2585;2015-03-14 00:00:00;7.0;"14";"03";"2015";"soda";"butter";;;;;;;;;
2894;2015-03-14 00:00:00;7.0;"14";"03";"2015";"butter";"newspapers";;;;;;;;;
3166;2015-03-14 00:00:00;7.0;"14";"03";"2015";"whole milk";"UHT-milk";;;;;;;;;
3224;2015-03-14 00:00:00;7.0;"14";"03";"2015";"frankfurter";"shopping bags";;;;;;;;;
3584;2015-03-14 00:00:00;7.0;"14";"03";"2015";"meat";"photo/film";;;;;;;;;
3604;2015-03-14 00:00:00;7.0;"14";"03";"2015";"frankfurter";"root vegetables";"sugar";"whole milk";;;;;;;
3723;2015-03-14 00:00:00;7.0;"14";"03";"2015";"pip fruit";"snack products";;;;;;;;;
4349;2015-03-14 00:00:00;7.0;"14";"03";"2015";"citrus fruit";"citrus fruit";;;;;;;;;
4914;2015-03-14 00:00:00;7.0;"14";"03";"2015";"pip fruit";"rolls/buns";"whole milk";"pastry";;;;;;;
1234;2014-04-14 00:00:00;2.0;"14";"04";"2014";"yogurt";"shopping bags";"coffee";;;;;;;;
1269;2014-04-14 00:00:00;2.0;"14";"04";"2014";"rolls/buns";"seasonal products";;;;;;;;;
1794;2014-04-14 00:00:00;2.0;"14";"04";"2014";"citrus fruit";"yogurt";"soda";;;;;;;;
1929;2014-04-14 00:00:00;2.0;"14";"04";"2014";"rolls/buns";"yogurt";;;;;;;;;
2178;2014-04-14 00:00:00;2.0;"14";"04";"2014";"chicken";"root vegetables";;;;;;;;;
2293;2014-04-14 00:00:00;2.0;"14";"04";"2014";"sausage";"specialty fat";;;;;;;;;
2403;2014-04-14 00:00:00;2.0;"14";"04";"2014";"rolls/buns";"yogurt";"hard cheese";;;;;;;;
2447;2014-04-14 00:00:00;2.0;"14";"04";"2014";"whole milk";"other vegetables";;;;;;;;;
2843;2014-04-14 00:00:00;2.0;"14";"04";"2014";"rolls/buns";"canned vegetables";;;;;;;;;
2901;2014-04-14 00:00:00;2.0;"14";"04";"2014";"beverages";"tropical fruit";;;;;;;;;
3081;2014-04-14 00:00:00;2.0;"14";"04";"2014";"tropical fruit";"soda";;;;;;;;;
3086;2014-04-14 00:00:00;2.0;"14";"04";"2014";"rolls/buns";"yogurt";;;;;;;;;
3153;2014-04-14 00:00:00;2.0;"14";"04";"2014";"pork";"frozen vegetables";;;;;;;;;
3915;2014-04-14 00:00:00;2.0;"14";"04";"2014";"pastry";"semi-finished bread";;;;;;;;;
4338;2014-04-14 00:00:00;2.0;"14";"04";"2014";"tropical fruit";"pudding powder";;;;;;;;;
4539;2014-04-14 00:00:00;2.0;"14";"04";"2014";"frankfurter";"other vegetables";"fruit/vegetable juice";;;;;;;;
4826;2014-04-14 00:00:00;2.0;"14";"04";"2014";"hamburger meat";"bottled water";;;;;;;;;
4849;2014-04-14 00:00:00;2.0;"14";"04";"2014";"shopping bags";"root vegetables";"sliced cheese";;;;;;;;
1001;2015-04-14 00:00:00;3.0;"14";"04";"2015";"beef";"white bread";;;;;;;;;
1240;2015-04-14 00:00:00;3.0;"14";"04";"2015";"frozen vegetables";"sausage";"whole milk";"frozen vegetables";"rolls/buns";"other vegetables";"oil";"frozen fish";"baking powder";;
2193;2015-04-14 00:00:00;3.0;"14";"04";"2015";"beef";"bottled beer";"specialty chocolate";"yogurt";"whole milk";;;;;;
2336;2015-04-14 00:00:00;3.0;"14";"04";"2015";"chewing gum";"other vegetables";;;;;;;;;
2344;2015-04-14 00:00:00;3.0;"14";"04";"2015";"pip fruit";"onions";"frozen fish";"meat";"semi-finished bread";"root vegetables";"bottled water";"whipped/sour cream";;;
2760;2015-04-14 00:00:00;3.0;"14";"04";"2015";"other vegetables";"soda";;;;;;;;;
2977;2015-04-14 00:00:00;3.0;"14";"04";"2015";"other vegetables";"chicken";"popcorn";"margarine";;;;;;;
3280;2015-04-14 00:00:00;3.0;"14";"04";"2015";"beef";"tropical fruit";;;;;;;;;
3755;2015-04-14 00:00:00;3.0;"14";"04";"2015";"root vegetables";"hygiene articles";;;;;;;;;
3811;2015-04-14 00:00:00;3.0;"14";"04";"2015";"red/blush wine";"sausage";"soda";"whole milk";"rolls/buns";;;;;;
4352;2015-04-14 00:00:00;3.0;"14";"04";"2015";"frankfurter";"sausage";"yogurt";"soda";"coffee";;;;;;
4633;2015-04-14 00:00:00;3.0;"14";"04";"2015";"bottled water";"ham";"brown bread";"yogurt";;;;;;;
4708;2015-04-14 00:00:00;3.0;"14";"04";"2015";"meat";"other vegetables";"canned beer";;;;;;;;
1027;2014-05-14 00:00:00;4.0;"14";"05";"2014";"softener";"salt";"whole milk";;;;;;;;
1405;2014-05-14 00:00:00;4.0;"14";"05";"2014";"other vegetables";"whole milk";"bottled beer";;;;;;;;
1618;2014-05-14 00:00:00;4.0;"14";"05";"2014";"root vegetables";"whipped/sour cream";;;;;;;;;
1980;2014-05-14 00:00:00;4.0;"14";"05";"2014";"citrus fruit";"berries";;;;;;;;;
2056;2014-05-14 00:00:00;4.0;"14";"05";"2014";"processed cheese";"canned vegetables";;;;;;;;;
2078;2014-05-14 00:00:00;4.0;"14";"05";"2014";"soda";"shopping bags";"cream cheese ";;;;;;;;
2176;2014-05-14 00:00:00;4.0;"14";"05";"2014";"pip fruit";"butter";"bottled water";;;;;;;;
2332;2014-05-14 00:00:00;4.0;"14";"05";"2014";"citrus fruit";"other vegetables";;;;;;;;;
2374;2014-05-14 00:00:00;4.0;"14";"05";"2014";"onions";"soda";;;;;;;;;
2756;2014-05-14 00:00:00;4.0;"14";"05";"2014";"red/blush wine";"canned fish";;;;;;;;;
2776;2014-05-14 00:00:00;4.0;"14";"05";"2014";"specialty cheese";"butter";;;;;;;;;
3252;2014-05-14 00:00:00;4.0;"14";"05";"2014";"whole milk";"rolls/buns";;;;;;;;;
3348;2014-05-14 00:00:00;4.0;"14";"05";"2014";"dessert";"brown bread";;;;;;;;;
3354;2014-05-14 00:00:00;4.0;"14";"05";"2014";"sparkling wine";"female sanitary products";;;;;;;;;
3439;2014-05-14 00:00:00;4.0;"14";"05";"2014";"frozen vegetables";"liquor (appetizer)";;;;;;;;;
3782;2014-05-14 00:00:00;4.0;"14";"05";"2014";"whole milk";"butter";"domestic eggs";;;;;;;;
3960;2014-05-14 00:00:00;4.0;"14";"05";"2014";"curd";"whipped/sour cream";"margarine";;;;;;;;
4219;2014-05-14 00:00:00;4.0;"14";"05";"2014";"long life bakery product";"butter milk";;;;;;;;;
4817;2014-05-14 00:00:00;4.0;"14";"05";"2014";"UHT-milk";"candles";"yogurt";"salty snack";;;;;;;
4876;2014-05-14 00:00:00;4.0;"14";"05";"2014";"yogurt";"tidbits";;;;;;;;;
4932;2014-05-14 00:00:00;4.0;"14";"05";"2014";"pip fruit";"soda";"brown bread";;;;;;;;
1009;2015-05-14 00:00:00;5.0;"14";"05";"2015";"tropical fruit";"yogurt";;;;;;;;;
1076;2015-05-14 00:00:00;5.0;"14";"05";"2015";"frankfurter";"chicken";"butter";"bottled water";;;;;;;
1080;2015-05-14 00:00:00;5.0;"14";"05";"2015";"root vegetables";"frozen vegetables";"pet care";;;;;;;;
1479;2015-05-14 00:00:00;5.0;"14";"05";"2015";"berries";"other vegetables";"sausage";"pip fruit";"rolls/buns";"brown bread";"sauces";;;;
1527;2015-05-14 00:00:00;5.0;"14";"05";"2015";"UHT-milk";"frozen vegetables";"frozen meals";;;;;;;;
1550;2015-05-14 00:00:00;5.0;"14";"05";"2015";"potato products";"oil";;;;;;;;;
1699;2015-05-14 00:00:00;5.0;"14";"05";"2015";"citrus fruit";"pip fruit";;;;;;;;;
2073;2015-05-14 00:00:00;5.0;"14";"05";"2015";"tropical fruit";"herbs";;;;;;;;;
2190;2015-05-14 00:00:00;5.0;"14";"05";"2015";"tropical fruit";"rolls/buns";"root vegetables";;;;;;;;
2324;2015-05-14 00:00:00;5.0;"14";"05";"2015";"frankfurter";"packaged fruit/vegetables";;;;;;;;;
2470;2015-05-14 00:00:00;5.0;"14";"05";"2015";"canned beer";"whole milk";;;;;;;;;
2865;2015-05-14 00:00:00;5.0;"14";"05";"2015";"oil";"pork";"other vegetables";"frozen meals";;;;;;;
3154;2015-05-14 00:00:00;5.0;"14";"05";"2015";"citrus fruit";"grapes";;;;;;;;;
3310;2015-05-14 00:00:00;5.0;"14";"05";"2015";"pork";"white bread";"domestic eggs";;;;;;;;
3337;2015-05-14 00:00:00;5.0;"14";"05";"2015";"beef";"waffles";"citrus fruit";"waffles";;;;;;;
3396;2015-05-14 00:00:00;5.0;"14";"05";"2015";"chicken";"mayonnaise";"soda";"sparkling wine";;;;;;;
3636;2015-05-14 00:00:00;5.0;"14";"05";"2015";"whole milk";"whole milk";;;;;;;;;
4563;2015-05-14 00:00:00;5.0;"14";"05";"2015";"grapes";"sparkling wine";"canned beer";"pastry";;;;;;;
4637;2015-05-14 00:00:00;5.0;"14";"05";"2015";"whole milk";"pastry";"liquor";;;;;;;;
4828;2015-05-14 00:00:00;5.0;"14";"05";"2015";"whole milk";"whole milk";;;;;;;;;
1040;2014-06-14 00:00:00;7.0;"14";"06";"2014";"yogurt";"rolls/buns";;;;;;;;;
1059;2014-06-14 00:00:00;7.0;"14";"06";"2014";"sausage";"salty snack";"cling film/bags";;;;;;;;
1105;2014-06-14 00:00:00;7.0;"14";"06";"2014";"other vegetables";"white bread";;;;;;;;;
1107;2014-06-14 00:00:00;7.0;"14";"06";"2014";"onions";"newspapers";;;;;;;;;
1235;2014-06-14 00:00:00;7.0;"14";"06";"2014";"canned beer";"bottled beer";;;;;;;;;
1838;2014-06-14 00:00:00;7.0;"14";"06";"2014";"other vegetables";"ice cream";;;;;;;;;
1934;2014-06-14 00:00:00;7.0;"14";"06";"2014";"pip fruit";"root vegetables";;;;;;;;;
1962;2014-06-14 00:00:00;7.0;"14";"06";"2014";"pork";"soda";;;;;;;;;
1995;2014-06-14 00:00:00;7.0;"14";"06";"2014";"other vegetables";"yogurt";;;;;;;;;
1998;2014-06-14 00:00:00;7.0;"14";"06";"2014";"citrus fruit";"sauces";;;;;;;;;
2534;2014-06-14 00:00:00;7.0;"14";"06";"2014";"frankfurter";"Instant food products";;;;;;;;;
3064;2014-06-14 00:00:00;7.0;"14";"06";"2014";"frozen vegetables";"bottled beer";;;;;;;;;
3666;2014-06-14 00:00:00;7.0;"14";"06";"2014";"whole milk";"bottled water";;;;;;;;;
3758;2014-06-14 00:00:00;7.0;"14";"06";"2014";"whole milk";"domestic eggs";;;;;;;;;
3763;2014-06-14 00:00:00;7.0;"14";"06";"2014";"ham";"whole milk";;;;;;;;;
3836;2014-06-14 00:00:00;7.0;"14";"06";"2014";"soda";"butter";"other vegetables";"margarine";;;;;;;
3850;2014-06-14 00:00:00;7.0;"14";"06";"2014";"frozen vegetables";"misc. beverages";;;;;;;;;
3895;2014-06-14 00:00:00;7.0;"14";"06";"2014";"curd";"light bulbs";;;;;;;;;
4036;2014-06-14 00:00:00;7.0;"14";"06";"2014";"rolls/buns";"hygiene articles";"domestic eggs";"misc. beverages";;;;;;;
4193;2014-06-14 00:00:00;7.0;"14";"06";"2014";"sauces";"shopping bags";;;;;;;;;
4257;2014-06-14 00:00:00;7.0;"14";"06";"2014";"sausage";"dessert";;;;;;;;;
4362;2014-06-14 00:00:00;7.0;"14";"06";"2014";"whipped/sour cream";"seasonal products";;;;;;;;;
4487;2014-06-14 00:00:00;7.0;"14";"06";"2014";"house keeping products";"cat food";;;;;;;;;
4498;2014-06-14 00:00:00;7.0;"14";"06";"2014";"photo/film";"pastry";;;;;;;;;
4508;2014-06-14 00:00:00;7.0;"14";"06";"2014";"newspapers";"whole milk";"waffles";;;;;;;;
4868;2014-06-14 00:00:00;7.0;"14";"06";"2014";"other vegetables";"bottled beer";;;;;;;;;
4984;2014-06-14 00:00:00;7.0;"14";"06";"2014";"snack products";"soups";;;;;;;;;
1006;2015-06-14 00:00:00;1.0;"14";"06";"2015";"whole milk";"frankfurter";"chicken";"frankfurter";"flour";"chocolate";"bottled beer";"rolls/buns";;;
1159;2015-06-14 00:00:00;1.0;"14";"06";"2015";"citrus fruit";"soda";;;;;;;;;
1483;2015-06-14 00:00:00;1.0;"14";"06";"2015";"root vegetables";"canned beer";"specialty cheese";"rolls/buns";;;;;;;
1580;2015-06-14 00:00:00;1.0;"14";"06";"2015";"citrus fruit";"whole milk";;;;;;;;;
1950;2015-06-14 00:00:00;1.0;"14";"06";"2015";"other vegetables";"sliced cheese";;;;;;;;;
2549;2015-06-14 00:00:00;1.0;"14";"06";"2015";"pip fruit";"frozen fish";;;;;;;;;
2958;2015-06-14 00:00:00;1.0;"14";"06";"2015";"rolls/buns";"hamburger meat";;;;;;;;;
2982;2015-06-14 00:00:00;1.0;"14";"06";"2015";"canned beer";"soda";;;;;;;;;
3169;2015-06-14 00:00:00;1.0;"14";"06";"2015";"other vegetables";"pip fruit";"UHT-milk";"herbs";;;;;;;
3195;2015-06-14 00:00:00;1.0;"14";"06";"2015";"pork";"rolls/buns";;;;;;;;;
3465;2015-06-14 00:00:00;1.0;"14";"06";"2015";"coffee";"berries";"pickled vegetables";;;;;;;;
3497;2015-06-14 00:00:00;1.0;"14";"06";"2015";"other vegetables";"soda";"brown bread";"whole milk";"yogurt";"cling film/bags";"brown bread";"pastry";;;
3741;2015-06-14 00:00:00;1.0;"14";"06";"2015";"root vegetables";"pastry";"candles";;;;;;;;
3784;2015-06-14 00:00:00;1.0;"14";"06";"2015";"seasonal products";"herbs";"spread cheese";"pickled vegetables";;;;;;;
4006;2015-06-14 00:00:00;1.0;"14";"06";"2015";"sausage";"root vegetables";"kitchen towels";;;;;;;;
4092;2015-06-14 00:00:00;1.0;"14";"06";"2015";"onions";"candy";;;;;;;;;
4125;2015-06-14 00:00:00;1.0;"14";"06";"2015";"whole milk";"other vegetables";;;;;;;;;
4134;2015-06-14 00:00:00;1.0;"14";"06";"2015";"citrus fruit";"specialty chocolate";;;;;;;;;
4273;2015-06-14 00:00:00;1.0;"14";"06";"2015";"other vegetables";"soda";;;;;;;;;
4492;2015-06-14 00:00:00;1.0;"14";"06";"2015";"sausage";"frozen meals";"soda";;;;;;;;
4509;2015-06-14 00:00:00;1.0;"14";"06";"2015";"pork";"whole milk";;;;;;;;;
4646;2015-06-14 00:00:00;1.0;"14";"06";"2015";"frankfurter";"hamburger meat";;;;;;;;;
4877;2015-06-14 00:00:00;1.0;"14";"06";"2015";"sausage";"domestic eggs";;;;;;;;;
1143;2014-07-14 00:00:00;2.0;"14";"07";"2014";"UHT-milk";"soda";;;;;;;;;
1413;2014-07-14 00:00:00;2.0;"14";"07";"2014";"ham";"canned beer";;;;;;;;;
1440;2014-07-14 00:00:00;2.0;"14";"07";"2014";"whole milk";"chocolate";;;;;;;;;
1852;2014-07-14 00:00:00;2.0;"14";"07";"2014";"soda";"fruit/vegetable juice";;;;;;;;;
1991;2014-07-14 00:00:00;2.0;"14";"07";"2014";"sausage";"yogurt";;;;;;;;;
2166;2014-07-14 00:00:00;2.0;"14";"07";"2014";"canned fish";"cream cheese ";;;;;;;;;
2230;2014-07-14 00:00:00;2.0;"14";"07";"2014";"meat";"bottled water";"soda";;;;;;;;
2848;2014-07-14 00:00:00;2.0;"14";"07";"2014";"butter";"bottled water";;;;;;;;;
3364;2014-07-14 00:00:00;2.0;"14";"07";"2014";"chocolate";"other vegetables";;;;;;;;;
3732;2014-07-14 00:00:00;2.0;"14";"07";"2014";"butter";"shopping bags";"newspapers";;;;;;;;
3800;2014-07-14 00:00:00;2.0;"14";"07";"2014";"domestic eggs";"curd";;;;;;;;;
4035;2014-07-14 00:00:00;2.0;"14";"07";"2014";"sugar";"butter";;;;;;;;;
4094;2014-07-14 00:00:00;2.0;"14";"07";"2014";"yogurt";"other vegetables";"fruit/vegetable juice";;;;;;;;
4097;2014-07-14 00:00:00;2.0;"14";"07";"2014";"other vegetables";"whole milk";;;;;;;;;
4302;2014-07-14 00:00:00;2.0;"14";"07";"2014";"hard cheese";"tropical fruit";;;;;;;;;
4361;2014-07-14 00:00:00;2.0;"14";"07";"2014";"citrus fruit";"root vegetables";;;;;;;;;
4415;2014-07-14 00:00:00;2.0;"14";"07";"2014";"pip fruit";"whipped/sour cream";;;;;;;;;
4466;2014-07-14 00:00:00;2.0;"14";"07";"2014";"whole milk";"soda";;;;;;;;;
4557;2014-07-14 00:00:00;2.0;"14";"07";"2014";"napkins";"coffee";;;;;;;;;
4671;2014-07-14 00:00:00;2.0;"14";"07";"2014";"curd";"whipped/sour cream";;;;;;;;;
4983;2014-07-14 00:00:00;2.0;"14";"07";"2014";"other vegetables";"shopping bags";;;;;;;;;
1120;2015-07-14 00:00:00;3.0;"14";"07";"2015";"citrus fruit";"brown bread";;;;;;;;;
1572;2015-07-14 00:00:00;3.0;"14";"07";"2015";"specialty chocolate";"whipped/sour cream";;;;;;;;;
1596;2015-07-14 00:00:00;3.0;"14";"07";"2015";"bottled water";"beverages";;;;;;;;;
2157;2015-07-14 00:00:00;3.0;"14";"07";"2015";"meat";"beverages";"newspapers";"candy";;;;;;;
2511;2015-07-14 00:00:00;3.0;"14";"07";"2015";"specialty chocolate";"cat food";;;;;;;;;
2564;2015-07-14 00:00:00;3.0;"14";"07";"2015";"frankfurter";"white wine";;;;;;;;;
2911;2015-07-14 00:00:00;3.0;"14";"07";"2015";"soda";"other vegetables";;;;;;;;;
2998;2015-07-14 00:00:00;3.0;"14";"07";"2015";"canned beer";"yogurt";"salty snack";;;;;;;;
3517;2015-07-14 00:00:00;3.0;"14";"07";"2015";"whole milk";"hard cheese";;;;;;;;;
3621;2015-07-14 00:00:00;3.0;"14";"07";"2015";"other vegetables";"bottled water";"whipped/sour cream";;;;;;;;
3633;2015-07-14 00:00:00;3.0;"14";"07";"2015";"rolls/buns";"bottled beer";"coffee";"pastry";"brown bread";"brown bread";"napkins";"napkins";;;
4009;2015-07-14 00:00:00;3.0;"14";"07";"2015";"tropical fruit";"whole milk";"dish cleaner";"yogurt";"newspapers";;;;;;
4063;2015-07-14 00:00:00;3.0;"14";"07";"2015";"whole milk";"sausage";"pastry";"spices";"soda";;;;;;
4600;2015-07-14 00:00:00;3.0;"14";"07";"2015";"beef";"salty snack";"whole milk";"domestic eggs";"fruit/vegetable juice";"whipped/sour cream";"cat food";;;;
4658;2015-07-14 00:00:00;3.0;"14";"07";"2015";"sausage";"pastry";"dish cleaner";;;;;;;;
4804;2015-07-14 00:00:00;3.0;"14";"07";"2015";"whole milk";"sliced cheese";;;;;;;;;
